,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_usd,employee_residence,remote_ratio,company_location,company_size,salary_category,job_category,continent,salary_usd_ppp
129241,2024,Senior,Full-time,Data Analyst,88500,USD,88500,US,0,US,M,Medium,Data Analyst,North America,88500.0
129242,2024,Mid,Full-time,Data Analyst,104936,USD,104936,US,0,US,M,High,Data Analyst,North America,104936.0
129243,2024,Mid,Full-time,Data Analyst,69957,USD,69957,US,0,US,M,Medium,Data Analyst,North America,69957.0
129244,2024,Senior,Full-time,Machine Learning Engineer,290200,USD,290200,US,0,US,M,High,ML/AI Engineer,North America,290200.0
129245,2024,Senior,Full-time,Machine Learning Engineer,165800,USD,165800,US,0,US,M,High,ML/AI Engineer,North America,165800.0
129246,2024,Senior,Full-time,Machine Learning Engineer,225000,USD,225000,US,0,US,M,High,ML/AI Engineer,North America,225000.0
129247,2024,Senior,Full-time,Machine Learning Engineer,168000,USD,168000,US,0,US,M,High,ML/AI Engineer,North America,168000.0
129248,2024,Senior,Full-time,Machine Learning Researcher,230000,USD,230000,US,100,US,M,High,Research Scientist,North America,230000.0
129249,2024,Senior,Full-time,Machine Learning Researcher,175000,USD,175000,US,100,US,M,High,Research Scientist,North America,175000.0
129250,2024,Mid,Full-time,Machine Learning Engineer,240000,USD,240000,US,100,US,M,High,ML/AI Engineer,North America,240000.0
129251,2024,Mid,Full-time,Machine Learning Engineer,192000,USD,192000,US,100,US,M,High,ML/AI Engineer,North America,192000.0
129252,2024,Senior,Full-time,Data Strategist,185000,USD,185000,US,0,US,M,High,Other data role,North America,185000.0
129253,2024,Senior,Full-time,Data Strategist,135000,USD,135000,US,0,US,M,High,Other data role,North America,135000.0
129254,2024,Mid,Full-time,Data Strategist,130000,USD,130000,US,0,US,M,High,Other data role,North America,130000.0
129255,2024,Mid,Full-time,Data Strategist,100000,USD,100000,US,0,US,M,High,Other data role,North America,100000.0
129256,2024,Senior,Full-time,Data Architect,110004,USD,110004,US,0,US,M,High,Data Architect,North America,110004.0
129257,2024,Senior,Full-time,Data Architect,110004,USD,110004,US,0,US,M,High,Data Architect,North America,110004.0
129258,2024,Mid,Full-time,Data Analyst,138500,USD,138500,US,0,US,M,High,Data Analyst,North America,138500.0
129259,2024,Mid,Full-time,Data Analyst,69300,USD,69300,US,0,US,M,Medium,Data Analyst,North America,69300.0
129260,2024,Senior,Full-time,Data Analyst,170000,USD,170000,US,0,US,M,High,Data Analyst,North America,170000.0
129261,2024,Senior,Full-time,Data Analyst,170000,USD,170000,US,0,US,M,High,Data Analyst,North America,170000.0
129262,2024,Senior,Full-time,Data Analyst,209000,USD,209000,US,0,US,M,High,Data Analyst,North America,209000.0
129263,2024,Senior,Full-time,Data Analyst,166000,USD,166000,US,0,US,M,High,Data Analyst,North America,166000.0
129264,2024,Senior,Full-time,Data Analyst,18000,USD,18000,IN,0,IN,M,Low,Data Analyst,Asia,78247.57217305643
129265,2024,Executive,Full-time,Business Intelligence,230000,USD,230000,US,0,US,M,High,Analytics/BI,North America,230000.0
129266,2024,Executive,Full-time,Business Intelligence,180000,USD,180000,US,0,US,M,High,Analytics/BI,North America,180000.0
129267,2024,Executive,Full-time,Business Intelligence,270000,USD,270000,US,0,US,M,High,Analytics/BI,North America,270000.0
129268,2024,Executive,Full-time,Business Intelligence,225000,USD,225000,US,0,US,M,High,Analytics/BI,North America,225000.0
129269,2024,Junior,Full-time,Business Intelligence Analyst,110000,USD,110000,US,0,US,M,High,Analytics/BI,North America,110000.0
129270,2024,Junior,Full-time,Business Intelligence Analyst,90000,USD,90000,US,0,US,M,Medium,Analytics/BI,North America,90000.0
129271,2024,Senior,Full-time,Analytics Engineer,213500,USD,213500,US,0,US,M,High,Analytics/BI,North America,213500.0
129272,2024,Senior,Full-time,Analytics Engineer,174000,USD,174000,US,0,US,M,High,Analytics/BI,North America,174000.0
129273,2024,Mid,Full-time,Data Scientist,275000,USD,275000,US,0,US,M,High,Data Scientist,North America,275000.0
129274,2024,Mid,Full-time,Data Scientist,180000,USD,180000,US,0,US,M,High,Data Scientist,North America,180000.0
129275,2024,Senior,Full-time,Data Scientist,180000,USD,180000,US,0,US,M,High,Data Scientist,North America,180000.0
129276,2024,Senior,Full-time,Data Scientist,144000,USD,144000,US,0,US,M,High,Data Scientist,North America,144000.0
129277,2024,Senior,Full-time,Data Scientist,161800,USD,161800,US,0,US,M,High,Data Scientist,North America,161800.0
129278,2024,Senior,Full-time,Data Scientist,121400,USD,121400,US,0,US,M,High,Data Scientist,North America,121400.0
129279,2024,Junior,Full-time,Data Scientist,80000,USD,80000,US,100,US,M,Medium,Data Scientist,North America,80000.0
129280,2024,Junior,Full-time,Data Scientist,75000,USD,75000,US,100,US,M,Medium,Data Scientist,North America,75000.0
129281,2024,Senior,Full-time,AI Engineer,200000,USD,200000,US,0,US,M,High,ML/AI Engineer,North America,200000.0
129282,2024,Senior,Full-time,AI Engineer,151000,USD,151000,US,0,US,M,High,ML/AI Engineer,North America,151000.0
129283,2024,Mid,Full-time,Applied Scientist,212800,USD,212800,US,0,US,L,High,Research Scientist,North America,212800.0
129284,2024,Mid,Full-time,Applied Scientist,129400,USD,129400,US,0,US,L,High,Research Scientist,North America,129400.0
129285,2024,Senior,Full-time,Applied Scientist,309400,USD,309400,US,0,US,L,High,Research Scientist,North America,309400.0
129286,2024,Senior,Full-time,Applied Scientist,179000,USD,179000,US,0,US,L,High,Research Scientist,North America,179000.0
129287,2024,Mid,Full-time,Applied Scientist,222200,USD,222200,US,0,US,L,High,Research Scientist,North America,222200.0
129288,2024,Mid,Full-time,Applied Scientist,136000,USD,136000,US,0,US,L,High,Research Scientist,North America,136000.0
129289,2024,Mid,Full-time,Applied Scientist,222200,USD,222200,US,0,US,L,High,Research Scientist,North America,222200.0
129290,2024,Mid,Full-time,Applied Scientist,136000,USD,136000,US,0,US,L,High,Research Scientist,North America,136000.0
129291,2024,Senior,Full-time,Data Engineer,208300,USD,208300,US,0,US,M,High,Data Engineer,North America,208300.0
129292,2024,Senior,Full-time,Data Engineer,190237,USD,190237,US,0,US,M,High,Data Engineer,North America,190237.0
129293,2024,Senior,Full-time,Data Engineer,110004,USD,110004,US,0,US,M,High,Data Engineer,North America,110004.0
129294,2024,Senior,Full-time,Data Engineer,110004,USD,110004,US,0,US,M,High,Data Engineer,North America,110004.0
129295,2024,Senior,Full-time,Data Engineer,220000,USD,220000,US,100,US,M,High,Data Engineer,North America,220000.0
129296,2024,Senior,Full-time,Data Engineer,112000,USD,112000,US,100,US,M,High,Data Engineer,North America,112000.0
129297,2024,Mid,Full-time,Research Scientist,205700,USD,205700,US,0,US,M,High,Research Scientist,North America,205700.0
129298,2024,Mid,Full-time,Research Scientist,187000,USD,187000,US,0,US,M,High,Research Scientist,North America,187000.0
129299,2024,Senior,Full-time,Research Scientist,245400,USD,245400,US,0,US,M,High,Research Scientist,North America,245400.0
129300,2024,Senior,Full-time,Research Scientist,135800,USD,135800,US,0,US,M,High,Research Scientist,North America,135800.0
129301,2024,Mid,Full-time,Research Scientist,173000,USD,173000,US,0,US,M,High,Research Scientist,North America,173000.0
129302,2024,Mid,Full-time,Research Scientist,117000,USD,117000,US,0,US,M,High,Research Scientist,North America,117000.0
129303,2024,Mid,Full-time,Data Engineer,196900,USD,196900,US,0,US,M,High,Data Engineer,North America,196900.0
129304,2024,Mid,Full-time,Data Engineer,175457,USD,175457,US,0,US,M,High,Data Engineer,North America,175457.0
129305,2024,Senior,Full-time,Data Engineer,235400,USD,235400,US,0,US,M,High,Data Engineer,North America,235400.0
129306,2024,Senior,Full-time,Data Engineer,209720,USD,209720,US,0,US,M,High,Data Engineer,North America,209720.0
129307,2024,Junior,Full-time,Data Specialist,56000,USD,56000,US,0,US,M,Medium,Data Governance/Specialist,North America,56000.0
129308,2024,Junior,Full-time,Data Specialist,56000,USD,56000,US,0,US,M,Medium,Data Governance/Specialist,North America,56000.0
129309,2024,Mid,Full-time,Data Scientist,196900,USD,196900,US,0,US,M,High,Data Scientist,North America,196900.0
129310,2024,Mid,Full-time,Data Scientist,175420,USD,175420,US,0,US,M,High,Data Scientist,North America,175420.0
129311,2024,Senior,Full-time,Data Scientist,235400,USD,235400,US,0,US,M,High,Data Scientist,North America,235400.0
129312,2024,Senior,Full-time,Data Scientist,219539,USD,219539,US,0,US,M,High,Data Scientist,North America,219539.0
129313,2024,Junior,Full-time,Data Analyst,74000,USD,74000,US,0,US,M,Medium,Data Analyst,North America,74000.0
129314,2024,Junior,Full-time,Data Analyst,60000,USD,60000,US,0,US,M,Medium,Data Analyst,North America,60000.0
129315,2024,Mid,Full-time,Data Scientist,220000,USD,220000,US,0,US,M,High,Data Scientist,North America,220000.0
129316,2024,Mid,Full-time,Data Scientist,96600,USD,96600,US,0,US,M,Medium,Data Scientist,North America,96600.0
129317,2024,Mid,Full-time,Data Engineer,135000,USD,135000,US,100,US,M,High,Data Engineer,North America,135000.0
129318,2024,Mid,Full-time,Data Engineer,115000,USD,115000,US,100,US,M,High,Data Engineer,North America,115000.0
129319,2024,Senior,Full-time,Analytics Engineer,190000,USD,190000,US,100,US,M,High,Analytics/BI,North America,190000.0
129320,2024,Senior,Full-time,Analytics Engineer,160000,USD,160000,US,100,US,M,High,Analytics/BI,North America,160000.0
129321,2024,Senior,Full-time,Analytics Engineer,155800,USD,155800,US,100,US,M,High,Analytics/BI,North America,155800.0
129322,2024,Senior,Full-time,Analytics Engineer,155800,USD,155800,US,100,US,M,High,Analytics/BI,North America,155800.0
129323,2024,Senior,Full-time,Machine Learning Engineer,240000,USD,240000,US,0,US,M,High,ML/AI Engineer,North America,240000.0
129324,2024,Senior,Full-time,Machine Learning Engineer,120000,USD,120000,US,0,US,M,High,ML/AI Engineer,North America,120000.0
129325,2024,Senior,Full-time,Applied Scientist,291900,USD,291900,US,0,US,M,High,Research Scientist,North America,291900.0
129326,2024,Senior,Full-time,Applied Scientist,139300,USD,139300,US,0,US,M,High,Research Scientist,North America,139300.0
129327,2024,Senior,Full-time,Machine Learning Specialist,160000,USD,160000,US,100,US,L,High,Data Governance/Specialist,North America,160000.0
129328,2024,Junior,Full-time,Data Scientist,208800,USD,208800,US,0,US,M,High,Data Scientist,North America,208800.0
129329,2024,Junior,Full-time,Data Scientist,98300,USD,98300,US,0,US,M,Medium,Data Scientist,North America,98300.0
129330,2024,Senior,Full-time,Data Scientist,140000,USD,140000,US,100,US,M,High,Data Scientist,North America,140000.0
129331,2024,Senior,Full-time,Data Scientist,99000,USD,99000,US,100,US,M,Medium,Data Scientist,North America,99000.0
129332,2024,Mid,Full-time,Research Scientist,251000,USD,251000,US,0,US,M,High,Research Scientist,North America,251000.0
129333,2024,Mid,Full-time,Research Scientist,177000,USD,177000,US,0,US,M,High,Research Scientist,North America,177000.0
129334,2024,Junior,Full-time,Business Intelligence Analyst,104000,USD,104000,US,0,US,M,High,Analytics/BI,North America,104000.0
129335,2024,Junior,Full-time,Business Intelligence Analyst,76000,USD,76000,US,0,US,M,Medium,Analytics/BI,North America,76000.0
129336,2024,Junior,Full-time,Business Intelligence Analyst,85200,USD,85200,US,0,US,M,Medium,Analytics/BI,North America,85200.0
129337,2024,Junior,Full-time,Business Intelligence Analyst,61650,USD,61650,US,0,US,M,Medium,Analytics/BI,North America,61650.0
129338,2024,Junior,Full-time,Business Intelligence Analyst,45000,GBP,56250,GB,0,GB,M,Medium,Analytics/BI,Europe,63090.13162893645
129339,2024,Junior,Full-time,Business Intelligence Analyst,35000,GBP,43750,GB,0,GB,M,Low,Analytics/BI,Europe,49070.10237806168
129340,2024,Senior,Full-time,Business Intelligence Analyst,139803,USD,139803,CA,0,CA,M,High,Analytics/BI,North America,167534.25346615186
129341,2024,Senior,Full-time,Business Intelligence Analyst,103331,USD,103331,CA,0,CA,M,High,Analytics/BI,North America,123827.68570710885
129342,2024,Mid,Full-time,Data Engineer,235400,USD,235400,US,0,US,M,High,Data Engineer,North America,235400.0
129343,2024,Mid,Full-time,Data Engineer,211980,USD,211980,US,0,US,M,High,Data Engineer,North America,211980.0
129344,2024,Mid,Full-time,Machine Learning Engineer,256500,USD,256500,US,0,US,M,High,ML/AI Engineer,North America,256500.0
129345,2024,Mid,Full-time,Machine Learning Engineer,170700,USD,170700,US,0,US,M,High,ML/AI Engineer,North America,170700.0
129346,2024,Senior,Full-time,Machine Learning Engineer,309000,USD,309000,US,0,US,M,High,ML/AI Engineer,North America,309000.0
129347,2024,Senior,Full-time,Machine Learning Engineer,142000,USD,142000,US,0,US,M,High,ML/AI Engineer,North America,142000.0
129348,2024,Junior,Full-time,Data Specialist,48000,GBP,60000,GB,0,GB,M,Medium,Data Governance/Specialist,Europe,67296.14040419889
129349,2024,Junior,Full-time,Data Specialist,40000,GBP,50000,GB,0,GB,M,Medium,Data Governance/Specialist,Europe,56080.117003499065
129350,2024,Junior,Full-time,Data Analyst,140000,USD,140000,US,0,US,M,High,Data Analyst,North America,140000.0
129351,2024,Junior,Full-time,Data Analyst,60000,USD,60000,US,0,US,M,Medium,Data Analyst,North America,60000.0
129352,2024,Junior,Full-time,Data Analyst,80000,USD,80000,US,0,US,M,Medium,Data Analyst,North America,80000.0
129353,2024,Junior,Full-time,Data Analyst,80000,USD,80000,US,0,US,M,Medium,Data Analyst,North America,80000.0
129354,2024,Junior,Full-time,Data Analyst,100000,USD,100000,US,0,US,M,High,Data Analyst,North America,100000.0
129355,2024,Junior,Full-time,Data Analyst,50000,USD,50000,US,0,US,M,Medium,Data Analyst,North America,50000.0
129356,2024,Mid,Full-time,BI Developer,100000,USD,100000,US,0,US,M,High,Analytics/BI,North America,100000.0
129357,2024,Mid,Full-time,BI Developer,100000,USD,100000,US,0,US,M,High,Analytics/BI,North America,100000.0
129358,2024,Mid,Full-time,Data Scientist,149000,USD,149000,US,0,US,M,High,Data Scientist,North America,149000.0
129359,2024,Mid,Full-time,Data Scientist,115000,USD,115000,US,0,US,M,High,Data Scientist,North America,115000.0
129360,2024,Senior,Full-time,Data Management Specialist,163000,USD,163000,US,100,US,M,High,Data Governance/Specialist,North America,163000.0
129361,2024,Senior,Full-time,Data Management Specialist,77000,USD,77000,US,100,US,M,Medium,Data Governance/Specialist,North America,77000.0
129362,2024,Senior,Full-time,Data Engineer,161000,USD,161000,US,0,US,M,High,Data Engineer,North America,161000.0
129363,2024,Senior,Full-time,Data Engineer,119000,USD,119000,US,0,US,M,High,Data Engineer,North America,119000.0
129364,2024,Junior,Full-time,Data Engineer,158100,USD,158100,US,0,US,M,High,Data Engineer,North America,158100.0
129365,2024,Junior,Full-time,Data Engineer,138500,USD,138500,US,0,US,M,High,Data Engineer,North America,138500.0
129366,2024,Mid,Full-time,Research Scientist,200200,USD,200200,US,0,US,M,High,Research Scientist,North America,200200.0
129367,2024,Mid,Full-time,Research Scientist,177492,USD,177492,US,0,US,M,High,Research Scientist,North America,177492.0
129368,2024,Senior,Full-time,Research Scientist,253000,USD,253000,US,0,US,M,High,Research Scientist,North America,253000.0
129369,2024,Senior,Full-time,Research Scientist,160000,USD,160000,US,0,US,M,High,Research Scientist,North America,160000.0
129370,2024,Senior,Full-time,Research Scientist,252000,USD,252000,US,0,US,M,High,Research Scientist,North America,252000.0
129371,2024,Senior,Full-time,Research Scientist,143000,USD,143000,US,0,US,M,High,Research Scientist,North America,143000.0
129374,2024,Mid,Full-time,Machine Learning Engineer,333000,USD,333000,US,0,US,M,High,ML/AI Engineer,North America,333000.0
129375,2024,Mid,Full-time,Machine Learning Engineer,189000,USD,189000,US,0,US,M,High,ML/AI Engineer,North America,189000.0
129376,2024,Senior,Full-time,AI Engineer,220000,USD,220000,US,0,US,M,High,ML/AI Engineer,North America,220000.0
129377,2024,Senior,Full-time,AI Engineer,96600,USD,96600,US,0,US,M,Medium,ML/AI Engineer,North America,96600.0
129378,2024,Senior,Full-time,Data Product Manager,192840,USD,192840,US,0,US,M,High,Data Leadership,North America,192840.0
129379,2024,Senior,Full-time,Data Product Manager,115704,USD,115704,US,0,US,M,High,Data Leadership,North America,115704.0
129380,2024,Mid,Full-time,Data Specialist,163000,USD,163000,US,100,US,M,High,Data Governance/Specialist,North America,163000.0
129381,2024,Mid,Full-time,Data Specialist,77000,USD,77000,US,100,US,M,Medium,Data Governance/Specialist,North America,77000.0
129382,2024,Mid,Full-time,Business Intelligence Engineer,189000,USD,189000,US,0,US,M,High,Analytics/BI,North America,189000.0
129383,2024,Mid,Full-time,Business Intelligence Engineer,107000,USD,107000,US,0,US,M,High,Analytics/BI,North America,107000.0
129384,2024,Mid,Full-time,Data Product Manager,196225,USD,196225,US,0,US,M,High,Data Leadership,North America,196225.0
129385,2024,Mid,Full-time,Data Product Manager,108550,USD,108550,US,0,US,M,High,Data Leadership,North America,108550.0
129386,2024,Junior,Full-time,Data Analyst,210100,USD,210100,US,0,US,M,High,Data Analyst,North America,210100.0
129387,2024,Junior,Full-time,Data Analyst,95500,USD,95500,US,0,US,M,Medium,Data Analyst,North America,95500.0
129388,2024,Mid,Full-time,Data Analyst,111700,USD,111700,US,0,US,M,High,Data Analyst,North America,111700.0
129389,2024,Mid,Full-time,Data Analyst,69800,USD,69800,US,0,US,M,Medium,Data Analyst,North America,69800.0
129390,2024,Mid,Full-time,NLP Engineer,166200,USD,166200,US,0,US,M,High,Other data role,North America,166200.0
129391,2024,Mid,Full-time,NLP Engineer,92100,USD,92100,US,0,US,M,Medium,Other data role,North America,92100.0
129392,2024,Mid,Full-time,Data Scientist,129800,USD,129800,US,0,US,M,High,Data Scientist,North America,129800.0
129393,2024,Mid,Full-time,Data Scientist,72100,USD,72100,US,0,US,M,Medium,Data Scientist,North America,72100.0
129394,2024,Senior,Full-time,Data Scientist,323400,USD,323400,US,0,US,M,High,Data Scientist,North America,323400.0
129395,2024,Senior,Full-time,Data Scientist,185800,USD,185800,US,0,US,M,High,Data Scientist,North America,185800.0
129396,2024,Mid,Full-time,Data Lead,216000,USD,216000,US,100,US,M,High,Data Leadership,North America,216000.0
129397,2024,Mid,Full-time,Data Lead,144000,USD,144000,US,100,US,M,High,Data Leadership,North America,144000.0
129398,2024,Junior,Full-time,Data Analyst,20000,USD,20000,IN,100,IN,M,Low,Data Analyst,Asia,86941.74685895159
129399,2024,Mid,Full-time,Analytics Engineer,140000,USD,140000,US,0,US,M,High,Analytics/BI,North America,140000.0
129400,2024,Mid,Full-time,Analytics Engineer,120000,USD,120000,US,0,US,M,High,Analytics/BI,North America,120000.0
129401,2024,Junior,Full-time,Data Reporting Analyst,58000,USD,58000,US,0,US,M,Medium,Other data role,North America,58000.0
129402,2024,Junior,Full-time,Data Reporting Analyst,42000,USD,42000,US,0,US,M,Low,Other data role,North America,42000.0
129403,2024,Senior,Full-time,Machine Learning Researcher,300200,USD,300200,US,0,US,M,High,Research Scientist,North America,300200.0
129404,2024,Senior,Full-time,Machine Learning Researcher,170700,USD,170700,US,0,US,M,High,Research Scientist,North America,170700.0
129405,2024,Mid,Contract,Business Intelligence Analyst,140000,USD,140000,US,0,US,M,High,Analytics/BI,North America,140000.0
129406,2024,Mid,Contract,Business Intelligence Analyst,120000,USD,120000,US,0,US,M,High,Analytics/BI,North America,120000.0
129407,2024,Executive,Full-time,Business Intelligence,185000,USD,185000,US,0,US,M,High,Analytics/BI,North America,185000.0
129408,2024,Executive,Full-time,Business Intelligence,110000,USD,110000,US,0,US,M,High,Analytics/BI,North America,110000.0
129409,2024,Senior,Full-time,Data Manager,169680,USD,169680,US,100,US,M,High,Data Leadership,North America,169680.0
129410,2024,Senior,Full-time,Data Manager,113120,USD,113120,US,100,US,M,High,Data Leadership,North America,113120.0
129413,2024,Senior,Full-time,Applied Scientist,250200,USD,250200,US,0,US,M,High,Research Scientist,North America,250200.0
129414,2024,Senior,Full-time,Applied Scientist,117200,USD,117200,US,0,US,M,High,Research Scientist,North America,117200.0
129415,2024,Senior,Full-time,Applied Scientist,253000,USD,253000,CA,0,CA,M,High,Research Scientist,North America,303184.9540205605
129416,2024,Senior,Full-time,Applied Scientist,135800,USD,135800,CA,0,CA,M,High,Research Scientist,North America,162737.22037941546
129417,2024,Mid,Full-time,Applied Scientist,284900,USD,284900,US,0,US,M,High,Research Scientist,North America,284900.0
129418,2024,Mid,Full-time,Applied Scientist,161700,USD,161700,US,0,US,M,High,Research Scientist,North America,161700.0
129419,2024,Mid,Full-time,Data Scientist,235400,USD,235400,US,0,US,M,High,Data Scientist,North America,235400.0
129420,2024,Mid,Full-time,Data Scientist,209720,USD,209720,US,0,US,M,High,Data Scientist,North America,209720.0
129421,2024,Mid,Full-time,Data Scientist,235400,USD,235400,US,100,US,M,High,Data Scientist,North America,235400.0
129422,2024,Mid,Full-time,Data Scientist,209720,USD,209720,US,100,US,M,High,Data Scientist,North America,209720.0
129423,2024,Mid,Full-time,Data Scientist,279400,USD,279400,US,0,US,M,High,Data Scientist,North America,279400.0
129424,2024,Mid,Full-time,Data Scientist,248920,USD,248920,US,0,US,M,High,Data Scientist,North America,248920.0
129425,2024,Mid,Full-time,Data Scientist,256500,USD,256500,US,0,US,M,High,Data Scientist,North America,256500.0
129426,2024,Mid,Full-time,Data Scientist,138900,USD,138900,US,0,US,M,High,Data Scientist,North America,138900.0
129427,2024,Senior,Full-time,Data Scientist,185400,USD,185400,US,0,US,M,High,Data Scientist,North America,185400.0
129428,2024,Senior,Full-time,Data Scientist,92700,USD,92700,US,0,US,M,Medium,Data Scientist,North America,92700.0
129429,2024,Mid,Full-time,Data Scientist,196900,USD,196900,US,0,US,M,High,Data Scientist,North America,196900.0
129430,2024,Mid,Full-time,Data Scientist,166698,USD,166698,US,0,US,M,High,Data Scientist,North America,166698.0
129431,2024,Senior,Full-time,Data Architect,180000,USD,180000,US,0,US,M,High,Data Architect,North America,180000.0
129432,2024,Senior,Full-time,Data Architect,155000,USD,155000,US,0,US,M,High,Data Architect,North America,155000.0
129433,2024,Mid,Full-time,Machine Learning Engineer,290180,USD,290180,US,0,US,M,High,ML/AI Engineer,North America,290180.0
129434,2024,Mid,Full-time,Machine Learning Engineer,254245,USD,254245,US,0,US,M,High,ML/AI Engineer,North America,254245.0
129435,2024,Mid,Full-time,Machine Learning Engineer,240240,USD,240240,US,0,US,M,High,ML/AI Engineer,North America,240240.0
129436,2024,Mid,Full-time,Machine Learning Engineer,217476,USD,217476,US,0,US,M,High,ML/AI Engineer,North America,217476.0
129437,2024,Senior,Full-time,Data Engineer,235400,USD,235400,US,0,US,M,High,Data Engineer,North America,235400.0
129438,2024,Senior,Full-time,Data Engineer,199369,USD,199369,US,0,US,M,High,Data Engineer,North America,199369.0
129439,2024,Mid,Full-time,Data Engineer,234000,USD,234000,US,0,US,M,High,Data Engineer,North America,234000.0
129440,2024,Mid,Full-time,Data Engineer,146000,USD,146000,US,0,US,M,High,Data Engineer,North America,146000.0
129441,2024,Senior,Full-time,Data Engineer,267800,USD,267800,US,0,US,M,High,Data Engineer,North America,267800.0
129442,2024,Senior,Full-time,Data Engineer,118450,USD,118450,US,0,US,M,High,Data Engineer,North America,118450.0
129443,2024,Senior,Full-time,Data Engineer,150000,USD,150000,US,0,US,M,High,Data Engineer,North America,150000.0
129444,2024,Senior,Full-time,Data Engineer,125000,USD,125000,US,0,US,M,High,Data Engineer,North America,125000.0
129445,2024,Mid,Full-time,Data Analyst,115000,USD,115000,US,0,US,M,High,Data Analyst,North America,115000.0
129446,2024,Mid,Full-time,Data Analyst,100000,USD,100000,US,0,US,M,High,Data Analyst,North America,100000.0
129447,2024,Junior,Full-time,Data Analyst,65000,USD,65000,US,0,US,M,Medium,Data Analyst,North America,65000.0
129448,2024,Junior,Full-time,Data Analyst,55000,USD,55000,US,0,US,M,Medium,Data Analyst,North America,55000.0
129449,2024,Junior,Full-time,Data Analyst,83300,USD,83300,US,0,US,M,Medium,Data Analyst,North America,83300.0
129450,2024,Junior,Full-time,Data Analyst,47500,USD,47500,US,0,US,M,Low,Data Analyst,North America,47500.0
129451,2024,Mid,Full-time,Research Scientist,235400,USD,235400,US,0,US,M,High,Research Scientist,North America,235400.0
129452,2024,Mid,Full-time,Research Scientist,212383,USD,212383,US,0,US,M,High,Research Scientist,North America,212383.0
129453,2024,Mid,Full-time,Research Scientist,200000,USD,200000,US,0,US,M,High,Research Scientist,North America,200000.0
129454,2024,Mid,Full-time,Research Scientist,136000,USD,136000,US,0,US,M,High,Research Scientist,North America,136000.0
129455,2024,Mid,Full-time,Research Scientist,134991,USD,134991,US,0,US,M,High,Research Scientist,North America,134991.0
129456,2024,Mid,Full-time,Research Scientist,63150,USD,63150,US,0,US,M,Medium,Research Scientist,North America,63150.0
129457,2024,Mid,Full-time,Research Scientist,240240,USD,240240,US,0,US,M,High,Research Scientist,North America,240240.0
129458,2024,Mid,Full-time,Research Scientist,203350,USD,203350,US,0,US,M,High,Research Scientist,North America,203350.0
129459,2024,Mid,Full-time,Research Scientist,137000,USD,137000,US,100,US,M,High,Research Scientist,North America,137000.0
129460,2024,Mid,Full-time,Research Scientist,99200,USD,99200,US,100,US,M,Medium,Research Scientist,North America,99200.0
129461,2024,Junior,Full-time,Business Intelligence Analyst,106100,USD,106100,US,0,US,M,High,Analytics/BI,North America,106100.0
129462,2024,Junior,Full-time,Business Intelligence Analyst,70700,USD,70700,US,0,US,M,Medium,Analytics/BI,North America,70700.0
129463,2024,Senior,Full-time,Business Intelligence Engineer,108500,USD,108500,US,100,US,M,High,Analytics/BI,North America,108500.0
129464,2024,Senior,Full-time,Business Intelligence Engineer,78800,USD,78800,US,100,US,M,Medium,Analytics/BI,North America,78800.0
129465,2024,Senior,Full-time,Data Analyst,133000,USD,133000,US,0,US,M,High,Data Analyst,North America,133000.0
129466,2024,Senior,Full-time,Data Analyst,106000,USD,106000,US,0,US,M,High,Data Analyst,North America,106000.0
129467,2024,Junior,Full-time,Data Analyst,151500,USD,151500,US,0,US,M,High,Data Analyst,North America,151500.0
129468,2024,Junior,Full-time,Data Analyst,79000,USD,79000,US,0,US,M,Medium,Data Analyst,North America,79000.0
129469,2024,Senior,Full-time,Data Analytics Lead,220000,USD,220000,US,0,US,M,High,Data Leadership,North America,220000.0
129470,2024,Senior,Full-time,Data Analytics Lead,96600,USD,96600,US,0,US,M,Medium,Data Leadership,North America,96600.0
129471,2024,Junior,Full-time,Data Analyst,137000,USD,137000,US,0,US,M,High,Data Analyst,North America,137000.0
129472,2024,Junior,Full-time,Data Analyst,60400,USD,60400,US,0,US,M,Medium,Data Analyst,North America,60400.0
129473,2024,Senior,Full-time,Research Scientist,128000,USD,128000,US,100,US,M,High,Research Scientist,North America,128000.0
129474,2024,Senior,Full-time,Research Scientist,93000,USD,93000,US,100,US,M,Medium,Research Scientist,North America,93000.0
129475,2024,Mid,Full-time,Research Scientist,266875,USD,266875,US,0,US,M,High,Research Scientist,North America,266875.0
129476,2024,Mid,Full-time,Research Scientist,128250,USD,128250,US,0,US,M,High,Research Scientist,North America,128250.0
129477,2024,Mid,Full-time,Data Scientist,128000,USD,128000,US,100,US,M,High,Data Scientist,North America,128000.0
129478,2024,Mid,Full-time,Data Scientist,64000,USD,64000,US,100,US,M,Medium,Data Scientist,North America,64000.0
129479,2024,Mid,Full-time,Data Scientist,216600,USD,216600,US,0,US,M,High,Data Scientist,North America,216600.0
129480,2024,Mid,Full-time,Data Scientist,144400,USD,144400,US,0,US,M,High,Data Scientist,North America,144400.0
129481,2024,Mid,Full-time,Data Scientist,163700,USD,163700,US,0,US,M,High,Data Scientist,North America,163700.0
129482,2024,Mid,Full-time,Data Scientist,109100,USD,109100,US,0,US,M,High,Data Scientist,North America,109100.0
129483,2024,Mid,Full-time,Data Scientist,172000,USD,172000,US,100,US,M,High,Data Scientist,North America,172000.0
